seed,controller,ticks,final_population,births,deaths,resources_consumed_count,total_energy_final,mean_population,mean_energy,action_entropy,time_to_extinction,time_to_extinction_censored,time_to_first_birth,max_generation,founders_reproducing_count,survived,any_birth,invalid_action_rate,run_dir,source_csv
67,evolutionary,1000.0,0.0,0.0,10.0,10.0,0.0,0.814,44.032338017174084,1.9903613301170262,123.0,123.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_67/evolutionary_seed67_20260815T165925Z,experiments/results/batch100x1000/seed_67/metrics.csv
67,random,1000.0,0.0,0.0,10.0,9.0,0.0,0.705,42.63567493112948,2.3205143360791123,122.0,122.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_67/random_seed67_20260815T165924Z,experiments/results/batch100x1000/seed_67/metrics.csv
67,reactive,1000.0,3.0,0.0,7.0,258.0,1299.0,4.065,302.39634841269844,2.3154192488877046,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_67/reactive_seed67_20260815T165925Z,experiments/results/batch100x1000/seed_67/metrics.csv
68,evolutionary,1000.0,0.0,1.0,11.0,15.0,0.0,0.888,49.2449068426969,1.9660603697692804,182.0,182.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_68/evolutionary_seed68_20260815T165925Z,experiments/results/batch100x1000/seed_68/metrics.csv
68,random,1000.0,0.0,0.0,10.0,9.0,0.0,0.7,41.26501386962552,2.314402878049009,104.0,104.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_68/random_seed68_20260815T165925Z,experiments/results/batch100x1000/seed_68/metrics.csv
68,reactive,1000.0,2.0,0.0,8.0,285.0,1821.0,4.21,423.16158333333334,2.3141543928467043,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_68/reactive_seed68_20260815T165925Z,experiments/results/batch100x1000/seed_68/metrics.csv
69,evolutionary,1000.0,0.0,0.0,10.0,5.0,0.0,0.758,44.443771043771044,1.6783598284320789,100.0,100.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_69/evolutionary_seed69_20260815T165926Z,experiments/results/batch100x1000/seed_69/metrics.csv
69,random,1000.0,0.0,0.0,10.0,5.0,0.0,0.637,43.053222222222225,2.3178383198263375,76.0,76.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_69/random_seed69_20260815T165925Z,experiments/results/batch100x1000/seed_69/metrics.csv
69,reactive,1000.0,3.0,0.0,7.0,327.0,2102.0,4.72,327.05201507936505,2.3105220152939663,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_69/reactive_seed69_20260815T165925Z,experiments/results/batch100x1000/seed_69/metrics.csv
70,evolutionary,1000.0,0.0,1.0,11.0,11.0,0.0,0.802,44.452565020281554,2.091269984008977,128.0,128.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_70/evolutionary_seed70_20260815T165926Z,experiments/results/batch100x1000/seed_70/metrics.csv
70,random,1000.0,0.0,0.0,10.0,8.0,0.0,0.681,47.60268817204301,2.321110788308425,125.0,125.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_70/random_seed70_20260815T165926Z,experiments/results/batch100x1000/seed_70/metrics.csv
